REF_AREA,country_name,TIME_PERIOD,FIRM_SIZE,firm_size_label,FIRM_SECTOR,sector_label,FIRM_AGE,SAFE_ITEM,problem,severity_score_1_10,top_box_share_8_10,high_pressure_share_7_10
FR,France,2017-S1,ALL,All,S,Services,0,P3,Access to finance,4.297801176507166,22.211070789950874,26.47504225352578
FR,France,2017-S1,ALL,All,S,Services,0,P4,Production/labour costs,6.324740410483752,40.05051787127675,51.140632916301854
FR,France,2017-S1,ALL,All,S,Services,0,P5,Skilled staff,6.355015944706912,39.67026725476119,56.610173225189506
FR,France,2017-S1,ALL,All,S,Services,0,P6,Regulation,6.022649370081351,35.22030194341888,48.47980017876286
FR,France,2017-S1,ALL,All,T,Trade,0,N8,Other,8.076918524991466,71.50219180883337,84.09832973090701
FR,France,2017-S1,ALL,All,T,Trade,0,P1,Finding customers,6.555671741101869,46.000331381830215,56.49694567516359
FR,France,2017-S1,ALL,All,T,Trade,0,P2,Competition,6.376743919888997,37.90219015811757,53.100005531640335
FR,France,2017-S1,ALL,All,T,Trade,0,P3,Access to finance,4.226206848466867,15.260336848966693,24.19537538619153
FR,France,2017-S1,ALL,All,T,Trade,0,P4,Production/labour costs,5.98112355128617,30.134600291049612,44.822477365300436
FR,France,2017-S1,ALL,All,T,Trade,0,P5,Skilled staff,5.870201848253755,29.971041873041397,50.561355126396904
FR,France,2017-S1,ALL,All,T,Trade,0,P6,Regulation,5.825550123653922,29.828353022497094,45.753628828503636
FR,France,2017-S1,LAR,Large,A,All,0,N8,Other,8.005755284048009,71.00432472695456,81.66166250002462
FR,France,2017-S1,LAR,Large,A,All,0,P1,Finding customers,6.497954735819037,42.755725035817136,59.66463352844035
FR,France,2017-S1,LAR,Large,A,All,0,P2,Competition,6.592879151351424,36.9459453309209,58.826508375991516
FR,France,2017-S1,LAR,Large,A,All,0,P3,Access to finance,4.181608834277882,17.134395550244054,24.042932817429204
FR,France,2017-S1,LAR,Large,A,All,0,P4,Production/labour costs,6.492320246898904,37.05326363855577,53.72670474688378
FR,France,2017-S1,LAR,Large,A,All,0,P5,Skilled staff,6.146152187331583,26.05728836596522,52.4811836183911
FR,France,2017-S1,LAR,Large,A,All,0,P6,Regulation,5.87699247989569,26.23894499721679,43.98053647801326
FR,France,2017-S1,MED,Medium,A,All,0,N8,Other,8.005830505739745,68.00660935456395,85.4978535112584
FR,France,2017-S1,MED,Medium,A,All,0,P1,Finding customers,6.405012338005627,43.70821718897009,55.670350373666025
FR,France,2017-S1,MED,Medium,A,All,0,P2,Competition,6.269646478591523,33.054914500052554,51.366149028449016
FR,France,2017-S1,MED,Medium,A,All,0,P3,Access to finance,4.0755310445644914,17.454090555512575,24.808147478981795
FR,France,2017-S1,MED,Medium,A,All,0,P4,Production/labour costs,6.351476262522766,36.3786514592763,55.395349262971536
FR,France,2017-S1,MED,Medium,A,All,0,P5,Skilled staff,6.577230205321769,42.07677892910605,61.63354873204189
FR,France,2017-S1,MED,Medium,A,All,0,P6,Regulation,5.8088606939090335,27.85624253670644,43.74448834290821
FR,France,2017-S1,MIC,Micro,A,All,0,N8,Other,8.202517300044855,73.33605496683693,80.26744677069058
FR,France,2017-S1,MIC,Micro,A,All,0,P1,Finding customers,5.94219328086917,37.93205539005007,45.11652665210686
FR,France,2017-S1,MIC,Micro,A,All,0,P2,Competition,5.4740285766220165,26.33609419865496,35.950953209888496
FR,France,2017-S1,MIC,Micro,A,All,0,P3,Access to finance,4.268073682442877,22.23662134675768,25.984927883342756
FR,France,2017-S1,MIC,Micro,A,All,0,P4,Production/labour costs,6.222035324628652,39.94748691437114,49.46782864076598
FR,France,2017-S1,MIC,Micro,A,All,0,P5,Skilled staff,6.081631765309673,43.175363913761906,53.11607689840804
FR,France,2017-S1,MIC,Micro,A,All,0,P6,Regulation,6.174598462593797,43.70708551718032,51.882539705354745
FR,France,2017-S1,SME,SME,A,All,0,N8,Other,8.094493235779382,70.16403348188324,81.2622372123082
FR,France,2017-S1,SME,SME,A,All,0,P1,Finding customers,6.018881986559136,38.81887245201837,48.0079054698933
FR,France,2017-S1,SME,SME,A,All,0,P2,Competition,5.749496317415183,28.81915866719542,41.354339630671504
FR,France,2017-S1,SME,SME,A,All,0,P3,Access to finance,4.298730455996587,21.565942500840976,26.27291092882703
