REF_AREA,country_name,TIME_PERIOD,period_sort,year,country_name_wb,domestic_credit_private_pct_gdp,gdp_growth_pct,inflation_cpi_pct,unemployment_pct,domestic_credit_private_pct_gdp_change,macro_gdp_slowdown_z,macro_unemployment_z,macro_inflation_z,macro_credit_contraction_z,macro_stress_context_z
GR,Greece,2020-S1,20201,2020,Greece,81.2709751259998,-9.19623149726978,-1.24798355581405,15.899,1.0587354557934958,2.5500008543759054,1.2890654996822954,-1.3397584689966135,-0.5334404162201482,0.4914668672103598
GR,Greece,2020-S2,20202,2020,Greece,81.2709751259998,-9.19623149726978,-1.24798355581405,15.899,1.0587354557934958,2.5500008543759054,1.2890654996822954,-1.3397584689966135,-0.5334404162201482,0.4914668672103598
GR,Greece,2021-S1,20211,2021,Greece,56.1973361608804,8.65449786002131,1.22382501019854,14.656,-25.0736389651194,-1.827349589146159,1.0496370669347612,-0.31653128703064937,3.463527777874129,0.5923209921580205
GR,Greece,2021-S2,20212,2021,Greece,56.1973361608804,8.65449786002131,1.22382501019854,14.656,-25.0736389651194,-1.827349589146159,1.0496370669347612,-0.31653128703064937,3.463527777874129,0.5923209921580205
GR,Greece,2022-S1,20221,2022,Greece,52.4567421241532,5.52198580589408,9.64525981280642,12.426,-3.7405940367271953,-1.0591959325073974,0.6200912865429651,3.169596692161194,0.20062098308509368,0.7327782573204639
GR,Greece,2022-S2,20222,2022,Greece,52.4567421241532,5.52198580589408,9.64525981280642,12.426,-3.7405940367271953,-1.0591959325073974,0.6200912865429651,3.169596692161194,0.20062098308509368,0.7327782573204639
GR,Greece,2023-S1,20231,2023,Greece,49.2157408211615,2.13591131996631,3.46480128513405,11.023,-3.241001302991698,-0.2288637731818938,0.34984342560588444,0.6111408111180576,0.12420786292317787,0.21408208161630654
GR,Greece,2023-S2,20232,2023,Greece,49.2157408211615,2.13591131996631,3.46480128513405,11.023,-3.241001302991698,-0.2288637731818938,0.34984342560588444,0.6111408111180576,0.12420786292317787,0.21408208161630654
GR,Greece,2024-S1,20241,2024,Greece,48.5410004453358,2.0865743380603,2.74101875679477,10.02,-0.6747403758257065,-0.21676537342994737,0.15664413514266856,0.3115245839506378,-0.2683038598317511,-0.004225128542098028
GR,Greece,2024-S2,20242,2024,Greece,48.5410004453358,2.0865743380603,2.74101875679477,10.02,-0.6747403758257065,-0.21676537342994737,0.15664413514266856,0.3115245839506378,-0.2683038598317511,-0.004225128542098028
GR,Greece,2025-S1,20251,2025,Greece,,,,8.54,,,-0.12843557561063107,,,
IE,Ireland,2009-S1,20091,2009,Ireland,169.252292209815,-5.09578277913846,-4.44754686876746,12.609,,1.5444900623129276,0.6553410075347582,-2.66424621341619,,-0.154805047856168
IE,Ireland,2009-S2,20092,2009,Ireland,169.252292209815,-5.09578277913846,-4.44754686876746,12.609,,1.5444900623129276,0.6553410075347582,-2.66424621341619,,-0.154805047856168
IE,Ireland,2010-S1,20101,2010,Ireland,133.426753126152,1.68297175486512,-0.918388645376774,14.534,-35.82553908366302,-0.11779407028627704,1.0261372529402324,-1.2033197188303353,5.108039757830524,1.2032658054135361
IE,Ireland,2010-S2,20102,2010,Ireland,133.426753126152,1.68297175486512,-0.918388645376774,14.534,-35.82553908366302,-0.11779407028627704,1.0261372529402324,-1.2033197188303353,5.108039757830524,1.2032658054135361
IE,Ireland,2011-S1,20111,2011,Ireland,114.741522540828,1.60886648916944,2.5489783020855,15.354,-18.685230585323993,-0.09962199948919159,1.1840868224116547,0.2320277264684198,2.486415453764256,0.9507270007887847
IE,Ireland,2011-S2,20112,2011,Ireland,114.741522540828,1.60886648916944,2.5489783020855,15.354,-18.685230585323993,-0.09962199948919159,1.1840868224116547,0.2320277264684198,2.486415453764256,0.9507270007887847
IE,Ireland,2012-S1,20121,2012,Ireland,110.636331079402,-0.40502941658977,1.69474116680366,15.451,-4.105191461426003,0.3942249442314393,1.2027711007515673,-0.12159134771220723,0.2563864595281221,0.4329477891997303
